,book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
87,harry potter book 1,Harry,Neville,"Harry caught Nevilles eye and tried to tell him without words that this was nt true , because Neville was looking stunned and hurt",tried,"Harry caught Nevilles eye and tried to tell him without words that this was nt true , because Neville was looking stunned and hurt .",-0.703285962,0.999520421,-0.700683504,80289,-0.25,-0.25,0,"{'Neville', 'Harry'}",Harry Potter Book 1
88,harry potter book 1,Harry,Neville,"Nothing , Neville , nothing , said Harry",said,"Nothing , Neville , nothing , said Harry , hurriedly putting the cloak behind his back .",-0.9163303,0.99401927,-0.853119791,90350,0,0,0,"{'Neville', 'Harry'}",Harry Potter Book 1
167,harry potter book 1,Neville,Harry,Harry and Ron were followed into their boat by Neville and Hermione,followed,Harry and Ron were followed into their boat by Neville and Hermione .,0.799593449,0.999267817,0.647821665,37494,0,0,0,"{'Neville', 'Harry'}",Harry Potter Book 1
168,harry potter book 1,Neville,Harry,Neville had been tugging on the sleeve of Harrys bathrobe,tugging,For Neville had been tugging on the sleeve of Harrys bathrobe for the last minute .,0.074654341,0.980233312,0.422933459,53153,0,0,0,"{'Neville', 'Harry'}",Harry Potter Book 1
169,harry potter book 1,Neville,Harry,Neville clutched the sleeve of Harrys robe,clutched,Neville clutched the sleeve of Harrys robe and made a choking noise .,0.971044302,-0.999535204,-0.91462855,82378,0,-0.4588,0,"{'Neville', 'Harry'}",Harry Potter Book 1
170,harry potter book 1,Neville,Harry,Neville thought Harry had a bad case of exam nerves because Harry could nt sleep,thought,"Neville thought Harry had a bad case of exam nerves because Harry could nt sleep , but the truth was that Harry kept being woken by his old nightmare , except that it was now worse than ever because there was a hooded figure dripping blood in it .",-0.948928494,0.999699354,-0.978549141,87006,-0.5994,-0.5647,0,"{'Neville', 'Harry'}",Harry Potter Book 1
147,harry potter book 1,Hermione,Neville,"Ron and Hermione joined Neville , Seamus , and Dean the West Ham fan",joined,"Ron and Hermione joined Neville , Seamus , and Dean the West Ham fan up in the top row .",0.997462153,0.999782562,0.998580217,60752,0.3182,0.4767,0,"{'Neville', 'Hermione'}",Harry Potter Book 1
148,harry potter book 1,Hermione,Neville,Hermione urged Neville,urged,Hermione urged Neville .,0.998169422,0.996758223,0.997877955,71802,0,0,0,"{'Neville', 'Hermione'}",Harry Potter Book 1
164,harry potter book 1,Malfoy,Neville,"Malfoy , it seemed , had sneaked up behind Neville",sneaked,"Malfoy , it seemed , had sneaked up behind Neville and grabbed him as a joke .",0.837706685,-0.562245607,-0.63882944,84702,0,0.296,0,"{'Neville', 'Malfoy'}",Harry Potter Book 1
171,harry potter book 1,Neville,Malfoy,"Neville was trying to remember what he d forgotten when Draco Malfoy , who was passing the Gryffindor table , snatched the Remembrall out of his hand",trying,"Neville was trying to remember what he d forgotten when Draco Malfoy , who was passing the Gryffindor table , snatched the Remembrall out of his hand .",-0.818698198,0.999161363,-0.820362613,47966,0.3182,0.3182,0,"{'Neville', 'Malfoy'}",Harry Potter Book 1
173,harry potter book 1,Neville,Malfoy,Neville went bright red but turned in his seat to face Malfoy,face,Neville went bright red but turned in his seat to face Malfoy .,0.996926785,0.999671221,0.996726632,73629,0.2382,0.2382,0,"{'Neville', 'Malfoy'}",Harry Potter Book 1
174,harry potter book 1,Neville,Ron,Harry and Ron were followed into their boat by Neville and Hermione,followed,Harry and Ron were followed into their boat by Neville and Hermione .,0.799593449,0.999267817,0.647821665,37494,0,0,0,"{'Neville', 'Ron'}",Harry Potter Book 1
206,harry potter book 1,Ron,Neville,Ron looked at his watch and then glared furiously at Hermione and Neville,glared,Ron looked at his watch and then glared furiously at Hermione and Neville .,-0.991156994,-0.999391391,-0.984853877,52006,-0.4404,-0.4404,0,"{'Neville', 'Ron'}",Harry Potter Book 1
207,harry potter book 1,Ron,Neville,"Ron and Hermione joined Neville , Seamus , and Dean the West Ham fan",joined,"Ron and Hermione joined Neville , Seamus , and Dean the West Ham fan up in the top row .",0.997462153,0.999782562,0.998580217,60752,0.3182,0.4767,0,"{'Neville', 'Ron'}",Harry Potter Book 1
208,harry potter book 1,Ron,Neville,"Ron , still not daring to take his eyes from the game , said , You tell him , Neville",still not daring to take his eyes from the game,"Malfoy , Crabbe , and Goyle howled with laughter , but Ron , still not daring to take his eyes from the game , said , You tell him , Neville .",0.956495166,0.999649882,0.994474173,73658,-0.2755,-0.1444,-0.2755,"{'Neville', 'Ron'}",Harry Potter Book 1
175,harry potter book 1,Percy,Dumbledore,"Percy , frowning at Dumbledore",frowning,"Must be , said Percy , frowning at Dumbledore .",-0.995255178,-0.999525478,-0.985855819,42442,-0.34,-0.34,-0.34,"{'Percy', 'Dumbledore'}",Harry Potter Book 1
176,harry potter book 1,Percy,Ron,"Ron , excellent , said Percy Weasley",said,"Well done , Ron , excellent , said Percy Weasley pompously across Harry as Zabini , Blaise , was made a Slytherin .",0.999606967,0.99401927,0.991785765,40776,0.5719,0.7003,0,"{'Percy', 'Ron'}",Harry Potter Book 1
89,harry potter book 1,Harry,Quirrell,Harry could see Quirrell,see,"It was almost dark now , but Harry could see Quirrell , standing quite still as though he was petrified .",0.999551415,0.999755621,0.860146999,74828,0,-0.6956,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
90,harry potter book 1,Harry,Quirrell,Harry did nt think Quirrell had even noticed him,think,Harry did nt think Quirrell had even noticed him .,-0.975500861,0.999706507,-0.950599473,81316,0,0,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
91,harry potter book 1,Harry,Quirrell,Harry realized what was standing behind Quirrell,realized,It was only then that Harry realized what was standing behind Quirrell .,0.984070182,0.999727488,0.863056421,96185,0,0,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
92,harry potter book 1,Harry,Quirrell,Harry could think of doing was to keep Quirrell talking,keep,All Harry could think of doing was to keep Quirrell talking and stop him from concentrating on the mirror .,0.222526908,0.999717712,-0.929748356,96266,0,-0.296,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
93,harry potter book 1,Harry,Quirrell,Harry felt Quirrells hand close on his wrist,felt,"and the next second , Harry felt Quirrells hand close on his wrist .",0.998283863,0.999753952,0.781697869,97844,0.4939,0.4939,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
94,harry potter book 1,Harry,Quirrell,"Harry , by instinct , reached up and grabbed Quirrells face",grabbed,"Quirrell raised his hand to perform a deadly curse , but Harry , by instinct , reached up and grabbed Quirrells face - AAAARGH !",0.999519229,0.999611259,-0.528991103,98075,0.1027,0.1882,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
95,harry potter book 1,Harry,Quirrell,"Harry knew : Quirrell could nt touch his bare skin , not without suffering terrible pain - his only chance was to keep hold of Quirrell , keep him in enough pain to stop him from doing a curse",knew,"Quirrell rolled off him , his face blistering , too , and then Harry knew : Quirrell could nt touch his bare skin , not without suffering terrible pain - his only chance was to keep hold of Quirrell , keep him in enough pain to stop him from doing a curse .",-0.474792719,0.999701738,-0.78047052,98103,-0.8224,-0.8224,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
96,harry potter book 1,Harry,Quirrell,"Harry jumped to his feet , caught Quirrell",caught,"Harry jumped to his feet , caught Quirrell by the arm , and hung on as tight as he could .",0.999638677,0.999642253,0.998902678,98158,0,0,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
97,harry potter book 1,Harry,Quirrell,Harry told them everything : Quirrell,told,Harry told them everything : Quirrell ;,-0.895606861,-0.132958233,-0.928839378,100355,0,0,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
98,harry potter book 1,Harry,Quirrell,Harry told them what was under Quirrells turban,told,"they gasped in all the right places , and when Harry told them what was under Quirrells turban , Hermione screamed out loud .",0.99674046,-0.132958233,0.999287367,100380,0,-0.3182,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
177,harry potter book 1,Quirrell,Harry,Professor Quirrell keep Harry,keep,But the others would nt let Professor Quirrell keep Harry to himself .,0.997471213,0.999717712,-0.140152454,23219,0,0,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
178,harry potter book 1,Quirrell,Harry,Quirrell rounded on Harry,rounded,Quirrell rounded on Harry .,0.998553634,0.999767303,0.995131493,96972,0,0,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
179,harry potter book 1,Quirrell,Harry,"Quirrell lunged , knocking Harry",knocking,"shrieked Voldemort again , and Quirrell lunged , knocking Harry clean off his feet , landing on top of him , both hands around Harrys neck - Harrys scar was almost blinding him with pain , yet he could see Quirrell howling in agony .",-0.285024881,0.998910546,-0.211957395,97953,0,-0.3818,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
180,harry potter book 1,Quirrell,Harry,"Quirrell , though pinning Harry",pinning,"And Quirrell , though pinning Harry to the ground with his knees , let go of his neck and stared , bewildered , at his own palms - Harry could see they looked burned , raw , red , and shiny .",0.456346154,0.896791697,-0.149818301,98017,0,0,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
181,harry potter book 1,Quirrell,Harry,Quirrell screamed and tried to throw Harry off,tried,"Quirrell screamed and tried to throw Harry off - the pain in Harrys head was building - he could nt see - he could only hear Quirrells terrible shrieks and Voldemorts yells of , KILL HIM !",-0.937612951,0.999520421,-0.993224737,98179,-0.3182,-0.9374,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
183,harry potter book 1,Quirrell,Harry,"Quirrell said Snape - Professor Snape , Harry",said,"Quirrell said Snape - Professor Snape , Harry .",0.849030614,0.99401927,0.816390514,99751,0,0,0,"{'Quirrell', 'Harry'}",Harry Potter Book 1
184,harry potter book 1,Ron,Dumbledore,"Dumbledores off his rocker , all right , said Ron",said,"Yeah , Dumbledores off his rocker , all right , said Ron proudly .",-0.013111889,0.99401927,0.959798574,100750,0,0.7003,0,"{'Ron', 'Dumbledore'}",Harry Potter Book 1
99,harry potter book 1,Harry,Ron,Harry asked Ron,asked,"Harry asked Ron , holding up a pack of Chocolate Frogs .",0.998568177,0.999021292,0.395224333,34025,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
100,harry potter book 1,Harry,Ron,"Harry got toast , coconut , baked bean , strawberry , curry , grass , coffee , sardine , and was even brave enough to nibble the end off a funny gray one Ron would nt touch , which turned out to be pepper",nibble,"Harry got toast , coconut , baked bean , strawberry , curry , grass , coffee , sardine , and was even brave enough to nibble the end off a funny gray one Ron would nt touch , which turned out to be pepper .",0.434195042,-0.983072849,0.361531019,34659,0.743,0.743,0,"{'Ron', 'Harry'}",Harry Potter Book 1
101,harry potter book 1,Harry,Ron,Harry could see Rons twin brothers catcalling,see,Harry could see Rons twin brothers catcalling .,-0.954183873,0.999755621,-0.950644184,39759,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
102,harry potter book 1,Harry,Ron,Harry and Ron managed to get on the wrong side of him on their very first morning,managed,Harry and Ron managed to get on the wrong side of him on their very first morning .,-0.998615976,0.997877717,-0.998469932,43882,-0.4767,-0.4767,0,"{'Ron', 'Harry'}",Harry Potter Book 1
103,harry potter book 1,Harry,Ron,"This is Ron , Harry told",told,"This is Ron , Harry told Hagrid , who was pouring boiling water into a large teapot and putting rock cakes onto a plate .",0.948689342,-0.132958233,-0.923823021,46632,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
104,harry potter book 1,Harry,Ron,Harry remembered Ron telling him on the train that someone had tried to rob Gringotts,remembered,"Harry remembered Ron telling him on the train that someone had tried to rob Gringotts , but Ron had nt mentioned the date .",-0.376942694,0.999744415,-0.811115727,47059,-0.5574,-0.3182,0,"{'Ron', 'Harry'}",Harry Potter Book 1
105,harry potter book 1,Harry,Ron,Harry had caught Ron prodding Deans poster of West Ham soccer team,caught,"Harry had caught Ron prodding Deans poster of West Ham soccer team , trying to make the players move .",0.309664607,0.999642253,-0.184307039,47625,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
106,harry potter book 1,Harry,Ron,Harry had just finished telling Ron what had happened when he d left the grounds with Professor McGonagall,just,Harry had just finished telling Ron what had happened when he d left the grounds with Professor McGonagall .,-0.859062508,0.997670531,-0.86422731,50274,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
107,harry potter book 1,Harry,Ron,Harry filled Ron,filled,"In the meantime , Harry filled Ron in about the package that seemed to have been moved from Gringotts to Hogwarts , and they spent a lot of time wondering what could possibly need such heavy protection .",0.997908592,0.999710798,-0.853895918,53913,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
108,harry potter book 1,Harry,Ron,McGonagall Harry had difficulty hiding his glee as he handed the note to Ron to read,had,McGonagall Harry had difficulty hiding his glee as he handed the note to Ron to read .,0.998118997,0.999622703,0.998250127,54275,0.1531,0.1531,0,"{'Ron', 'Harry'}",Harry Potter Book 1
109,harry potter book 1,Harry,Ron,Harry suddenly grabbed Rons arm,grabbed,"As they jostled their way through a crowd of confused Hufflepuffs , Harry suddenly grabbed Rons arm .",0.99273634,0.999611259,0.941240311,57305,0,-0.3182,0,"{'Ron', 'Harry'}",Harry Potter Book 1
110,harry potter book 1,Harry,Ron,Harry said desperately to Ron,said,"Harry said desperately to Ron , and , seizing a tap , he threw it as hard as he could against the wall .",0.241194963,0.99401927,-0.963281028,57973,-0.3818,-0.4588,0,"{'Ron', 'Harry'}",Harry Potter Book 1
111,harry potter book 1,Harry,Ron,"Harry looked at Ron , who was still standing with his wand in the air",looked,"Harry looked at Ron , who was still standing with his wand in the air .",0.955480337,0.993612289,0.968692183,58697,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
112,harry potter book 1,Harry,Ron,"Harry , laughing at how pleased Ron was",laughing,"You can keep it , said Harry , laughing at how pleased Ron was .",0.999676943,0.99974227,0.999510646,65979,0.7269,0.7269,0.4939,"{'Ron', 'Harry'}",Harry Potter Book 1
113,harry potter book 1,Harry,Ron,"Harry headed straight back to the Gryffindor common room , where he found Ron and Hermione playing chess",headed,"The rest of the team hung back to talk to one another as usual at the end of practice , but Harry headed straight back to the Gryffindor common room , where he found Ron and Hermione playing chess .",-0.13360697,0.999212861,-0.114876211,71437,0.4019,0.5499,0,"{'Ron', 'Harry'}",Harry Potter Book 1
114,harry potter book 1,Harry,Ron,"Harry knew , when they wished him good luck outside the locker rooms the next afternoon , that Ron and Hermione were wondering whether they d ever see him alive again",knew,"Harry knew , when they wished him good luck outside the locker rooms the next afternoon , that Ron and Hermione were wondering whether they d ever see him alive again .",-0.867352292,0.999701738,-0.853106543,73014,0.8176,0.8176,0,"{'Ron', 'Harry'}",Harry Potter Book 1
115,harry potter book 1,Harry,Ron,Little did Harry know that Ron and Hermione had been secretly practicing the Leg - Locker Curse,Little,Little did Harry know that Ron and Hermione had been secretly practicing the Leg - Locker Curse .,-0.149871409,0.927276373,-0.221109986,73126,-0.5423,-0.5423,0,"{'Ron', 'Harry'}",Harry Potter Book 1
116,harry potter book 1,Harry,Ron,Harry knew Ron and Hermione were thinking the same as he was,knew,Harry knew Ron and Hermione were thinking the same as he was .,0.982668519,0.999701738,0.97856009,76677,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
117,harry potter book 1,Harry,Ron,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed,find,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed .,-0.990739817,0.999801397,-0.982061962,78685,-0.4767,-0.4767,0,"{'Ron', 'Harry'}",Harry Potter Book 1
118,harry potter book 1,Harry,Ron,Harry and Hermione tried to calm Ron down,tried,Harry and Hermione tried to calm Ron down .,-0.772013873,0.999520421,-0.725639015,78813,0.3182,0.3182,0,"{'Ron', 'Harry'}",Harry Potter Book 1
120,harry potter book 1,Harry,Ron,"Harry , who was still playing the flute , waved at Ron",waved,"Harry , who was still playing the flute , waved at Ron to get his attention and pointed at himself .",0.997770905,0.995377064,-0.101403832,91750,0.2023,0.2023,0,"{'Ron', 'Harry'}",Harry Potter Book 1
121,harry potter book 1,Harry,Ron,"Harry and Hermione stayed quiet , watching Ron think",watching,"Harry and Hermione stayed quiet , watching Ron think .",-0.861502513,0.999791622,-0.816330776,93763,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
122,harry potter book 1,Harry,Ron,"Harry , still cheering , nudged Ron",still cheering,"Harry , still cheering , nudged Ron in the ribs and pointed at Malfoy , who could nt have looked more stunned and horrified if he d just had the Body - Bind Curse put on him .",0.996551037,0.999769926,0.547453403,102202,0.5106,-0.6865,0.5106,"{'Ron', 'Harry'}",Harry Potter Book 1
187,harry potter book 1,Ron,Harry,Ron whispered to Harry,whispered,Ron whispered to Harry .,0.972580552,-0.922330707,0.905227661,39436,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
188,harry potter book 1,Ron,Harry,"Thomas , Dean , a Black boy even taller than Ron , joined Harry",joined,"Thomas , Dean , a Black boy even taller than Ron , joined Harry at the Gryffindor table .",0.989801645,0.999782562,0.980492353,40694,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
189,harry potter book 1,Ron,Harry,Ron muttered to Harry,muttered,Ron muttered to Harry through the hangings .,-0.952892896,-0.991214294,-0.996023146,43314,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
190,harry potter book 1,Ron,Harry,Ron grinned at Harry,grinned,Ron grinned at Harry .,0.999525666,0.999358177,0.999346256,54454,0.2732,0.2732,0.2732,"{'Ron', 'Harry'}",Harry Potter Book 1
191,harry potter book 1,Ron,Harry,"Ron , pulling Harry",pulling,"hissed Ron , pulling Harry behind a large stone griffin .",0.98958528,0.999107242,-0.975834452,57423,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
192,harry potter book 1,Ron,Harry,Ron also started teaching Harry wizard chess,started,Ron also started teaching Harry wizard chess .,0.998222947,0.999768972,0.997647405,65560,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
194,harry potter book 1,Ron,Harry,Ron whispered in Harrys ear,whispered,"Oh , lets kick her , just this once , Ron whispered in Harrys ear , but Harry shook his head .",0.990207434,-0.922330707,-0.876234792,90949,0,-0.1531,0,"{'Ron', 'Harry'}",Harry Potter Book 1
195,harry potter book 1,Ron,Harry,Ron warned Harry,warned,"Keep playing , Ron warned Harry as they slipped out of the cloak and crept toward the trapdoor .",-0.918509938,-0.999431784,0.949652553,91598,-0.2732,-0.0772,-0.2732,"{'Ron', 'Harry'}",Harry Potter Book 1
196,harry potter book 1,Ron,Harry,Ron went speeding in the direction that Harry was pointing,went,"Ron went speeding in the direction that Harry was pointing , crashed into the ceiling , and nearly fell off his broom .",0.992564321,0.999572396,-0.954726893,93264,0,0,0,"{'Ron', 'Harry'}",Harry Potter Book 1
197,harry potter book 1,Ron,Harry,Ron only just noticed in time that Harry and Hermione were in danger,only,"Twice , Ron only just noticed in time that Harry and Hermione were in danger .",-0.665183514,-0.860510468,-0.803528145,94081,-0.5267,-0.5267,0,"{'Ron', 'Harry'}",Harry Potter Book 1
149,harry potter book 1,Hermione,Ron,Harry and Ron were followed into their boat by Neville and Hermione,followed,Harry and Ron were followed into their boat by Neville and Hermione .,0.799593449,0.999267817,0.647821665,37494,0,0,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
150,harry potter book 1,Hermione,Ron,Hermione was now refusing to speak to Harry and Ron,refusing,"Hermione was now refusing to speak to Harry and Ron , but she was such a bossy know - it - all that they saw this as an added bonus .",-0.993769595,-0.864724711,-0.4941715,54040,-0.4019,0.5994,-0.4019,"{'Ron', 'Hermione'}",Harry Potter Book 1
152,harry potter book 1,Hermione,Ron,Hermione was checking Harry and Rons Charms homework,checking,Hermione was checking Harry and Rons Charms homework for them .,0.004629731,0.999405026,0.05109036,59987,0.4404,0.4404,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
153,harry potter book 1,Hermione,Ron,"Hermione had now started making study schedules for Harry and Ron , too",started,"Hermione had now started making study schedules for Harry and Ron , too .",-0.296877921,0.999768972,-0.332470357,77267,0,0,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
155,harry potter book 1,Hermione,Ron,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed,find,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed .,-0.990739817,0.999801397,-0.982061962,78685,-0.4767,-0.4767,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
156,harry potter book 1,Hermione,Ron,Harry and Hermione tried to calm Ron down,tried,Harry and Hermione tried to calm Ron down .,-0.772013873,0.999520421,-0.725639015,78813,0.3182,0.3182,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
158,harry potter book 1,Hermione,Ron,Hermione was testing Ron,testing,"Harry went back to the library , where Hermione was testing Ron on Astronomy .",-0.549239784,0.998648882,-0.900420085,81426,0,0,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
159,harry potter book 1,Hermione,Ron,"Harry and Hermione stayed quiet , watching Ron think",watching,"Harry and Hermione stayed quiet , watching Ron think .",-0.861502513,0.999791622,-0.816330776,93763,0,0,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
198,harry potter book 1,Ron,Hermione,Ron looked at his watch and then glared furiously at Hermione and Neville,glared,Ron looked at his watch and then glared furiously at Hermione and Neville .,-0.991156994,-0.999391391,-0.984853877,52006,-0.4404,-0.4404,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
199,harry potter book 1,Ron,Hermione,Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls bathroom and wanted to be left alone,overheard,"On their way down to the Great Hall for the Halloween feast , Harry and Ron overheard Parvati Patil telling her friend Lavender that Hermione was crying in the girls bathroom and wanted to be left alone .",-0.881943665,-0.999239849,-0.764205098,56958,-0.2263,0.4939,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
200,harry potter book 1,Ron,Hermione,"Honestly , Hermione , you think all teachers are saints or something , snapped Ron",snapped,"Honestly , Hermione , you think all teachers are saints or something , snapped Ron .",-0.725657463,0.132816672,-0.764223829,60443,0.4588,0.4588,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
201,harry potter book 1,Ron,Hermione,Harry and Ron beamed at Hermione,beamed,Harry and Ron beamed at Hermione .,0.999652505,0.999714851,0.999644876,76540,0,0,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
202,harry potter book 1,Ron,Hermione,Ron only just noticed in time that Harry and Hermione were in danger,only,"Twice , Ron only just noticed in time that Harry and Hermione were in danger .",-0.665183514,-0.860510468,-0.803528145,94081,-0.5267,-0.5267,0,"{'Ron', 'Hermione'}",Harry Potter Book 1
165,harry potter book 1,Malfoy,Ron,"Something about the smile lurking on Malfoys face during the next week made Harry , Ron , and Hermione very nervous",made,"Something about the smile lurking on Malfoys face during the next week made Harry , Ron , and Hermione very nervous .",0.647055626,0.999755383,0.566810131,77807,-0.101,-0.101,0,"{'Ron', 'Malfoy'}",Harry Potter Book 1
203,harry potter book 1,Ron,Malfoy,"Harry and Ron headed upstairs , smothering their laughter at Malfoys obvious rage and confusion",smothering,"Harry and Ron headed upstairs , smothering their laughter at Malfoys obvious rage and confusion .",-0.390336096,-0.967246249,-0.38579303,54647,-0.6124,-0.6124,-0.34,"{'Ron', 'Malfoy'}",Harry Potter Book 1
204,harry potter book 1,Ron,Malfoy,Ron dived at Malfoy,dived,Ron dived at Malfoy just as Snape came up the stairs .,0.943005085,-0.841770187,0.82963407,64321,0,0,0,"{'Ron', 'Malfoy'}",Harry Potter Book 1
205,harry potter book 1,Ron,Malfoy,Ron let go of the front of Malfoys robes,let,Ron let go of the front of Malfoys robes .,0.790210128,0.999666929,0.598248482,64337,0,0,0,"{'Ron', 'Malfoy'}",Harry Potter Book 1
123,harry potter book 1,Harry,Snape,Harry watched Snape,watched,"Harry watched Snape for a while , but Snape did nt look at him again .",0.997442842,0.999774456,-0.996453664,42199,0,0,0,"{'Snape', 'Harry'}",Harry Potter Book 1
124,harry potter book 1,Harry,Snape,Harry had gotten the idea that Professor Snape disliked him,gotten,"At the start - of - term banquet , Harry had gotten the idea that Professor Snape disliked him .",-0.989748809,0.999734879,-0.985751342,45161,-0.4019,-0.4019,0,"{'Snape', 'Harry'}",Harry Potter Book 1
125,harry potter book 1,Harry,Snape,Harry told Hagrid about Snapes lesson,told,Harry told Hagrid about Snapes lesson .,-0.717377871,-0.132958233,-0.710146844,46815,0,0,0,"{'Snape', 'Harry'}",Harry Potter Book 1
126,harry potter book 1,Harry,Snape,Harry noticed at once that Snape was limping,noticed,Harry noticed at once that Snape was limping .,-0.997031911,0.999756575,-0.992862124,59788,0,0,0,"{'Snape', 'Harry'}",Harry Potter Book 1
127,harry potter book 1,Harry,Snape,Harry had an idea that Snape would nt refuse if there were other teachers listening,had,"Better you than me , they said together , but Harry had an idea that Snape would nt refuse if there were other teachers listening .",0.94179213,0.999622703,0.467842937,60082,-0.296,-0.2144,0,"{'Snape', 'Harry'}",Harry Potter Book 1
128,harry potter book 1,Harry,Snape,"Harry had just said , At least Hermiones on Snapes tail",just,"Harry had just said , At least Hermiones on Snapes tail , when the portrait of the Fat Lady swung open and Hermione came in .",-0.128583312,0.997670531,0.98700881,89519,0,0,0,"{'Snape', 'Harry'}",Harry Potter Book 1
129,harry potter book 1,Harry,Snape,Harrys eye and Harry knew at once that Snapes feelings toward him had nt changed one jot,knew,He caught Harrys eye and Harry knew at once that Snapes feelings toward him had nt changed one jot .,-0.889574319,0.999701738,0.099695802,102327,0,0,0,"{'Snape', 'Harry'}",Harry Potter Book 1
210,harry potter book 1,Snape,Harry,Snape did nt dislike Harry,dislike,Snape did nt dislike Harry - he hated him .,0.98487103,-0.999492363,-0.993859386,45198,-0.3818,-0.7783,-0.3818,"{'Snape', 'Harry'}",Harry Potter Book 1
211,harry potter book 1,Snape,Hermione,Snape was still ignoring Hermiones quivering hand,ignoring,Snape was still ignoring Hermiones quivering hand .,-0.953188088,-0.998279524,-0.953134891,45788,0.128,0.128,-0.4019,"{'Snape', 'Hermione'}",Harry Potter Book 1
3,harry potter book 1,Dudley,Uncle Vernon,Dudley looked a lot like Uncle Vernon,looked,Dudley looked a lot like Uncle Vernon .,0.969020486,0.993612289,0.868268967,6926,0.3612,0.3612,0,"{'Uncle Vernon', 'Dudley'}",Harry Potter Book 1
212,harry potter book 1,Uncle Vernon,Dudley,"Harry and Uncle Vernon watched Dudley unwrap the racing bike , a video camera , a remote control airplane , sixteen new computer games , and a VCR",watched,"At that moment the telephone rang and Aunt Petunia went to answer it while Harry and Uncle Vernon watched Dudley unwrap the racing bike , a video camera , a remote control airplane , sixteen new computer games , and a VCR .",-0.448714077,0.999774456,-0.362213194,7276,0,0,0,"{'Uncle Vernon', 'Dudley'}",Harry Potter Book 1
213,harry potter book 1,Uncle Vernon,Dudley,"Get the mail , Dudley , said Uncle Vernon",said,"Get the mail , Dudley , said Uncle Vernon from behind his paper .",-0.053387463,0.99401927,-0.843065158,11245,0,0,0,"{'Uncle Vernon', 'Dudley'}",Harry Potter Book 1
214,harry potter book 1,Uncle Vernon,Dudley,"Uncle Vernon , who seemed to be trying to be nice to Harry , made Dudley go and get it",made,"When the mail arrived , Uncle Vernon , who seemed to be trying to be nice to Harry , made Dudley go and get it .",-0.573784292,0.999755383,-0.601347715,12820,0.4215,0.4215,0,"{'Uncle Vernon', 'Dudley'}",Harry Potter Book 1
215,harry potter book 1,Uncle Vernon,Dudley,Uncle Vernon had to wrestle Dudley,wrestle,"Uncle Vernon had to wrestle Dudley to the ground to get the letter from him , which was made difficult by the fact that Harry had grabbed Uncle Vernon around the neck from behind .",0.566365004,0.996571183,-0.939394556,12912,0,-0.3612,0,"{'Uncle Vernon', 'Dudley'}",Harry Potter Book 1
